"customer_id","gender","age","tier","region","city"
"CUS0919","Female","23","Regular","Incheon","Michuhol-gu"
"CUS0920","Female","50","Gold","Seoul","Yeongdeungpo-gu"
"CUS0921","Male","18","Regular","Gyeonggi","Goyang"
"CUS0922","Male","40","Regular","Seoul","Jongno-gu"
"CUS0923","Male","43","Silver","Gyeongsang","Changwon"
"CUS0924","Male","42","Regular","Seoul","Seocho-gu"
"CUS0925","Female","20","Regular","Gwangju","Gwangsan-gu"
"CUS0926","Female","32","Premium","Gyeonggi","Ansan"
"CUS0927","Male","30","Silver","Seoul","Nowon-gu"
"CUS0928","Male","24","Silver","Daejeon","Dong-gu"
"CUS0929","Female","18","Regular","Gyeonggi","Namyangju"
"CUS0930","Female","23","Regular","Seoul","Yeongdeungpo-gu"
"CUS0931","Female","30","Regular","Seoul","Seongdong-gu"
"CUS0932","Female","29","Regular","Incheon","Bupyeong-gu"
"CUS0933","Male","36","Premium","Seoul","Yeongdeungpo-gu"
"CUS0934","Female","30","Silver","Incheon","Bupyeong-gu"
"CUS0935","Male","36","Regular","Daegu","Suseong-gu"
"CUS0936","Male","22","Silver","Daejeon","Daedeok-gu"
"CUS0937","Male","38","Regular","Gyeonggi","Bucheon"
"CUS0938","Female","31","Regular","Gyeongsang","Andong"
"CUS0939","Female","45","Premium","Seoul","Dobong-gu"
"CUS0940","Female","36","Silver","Seoul","Nowon-gu"
"CUS0941","Female","30","Silver","Daejeon","Seo-gu"
"CUS0942","Male","28","Regular","Incheon","Michuhol-gu"
"CUS0943","Female","51","Premium","Gyeonggi","Suwon"
"CUS0944","Male","29","Silver","Seoul","Seocho-gu"
"CUS0945","Male","28","Regular","Jeju","Seogwipo"
"CUS0946","Female","31","Silver","Seoul","Nowon-gu"
"CUS0947","Female","25","Regular","Jeolla","Iksan"
"CUS0948","Female","18","Regular","Daejeon","Daedeok-gu"
"CUS0949","Male","21","Silver","Incheon","Seo-gu"
"CUS0950","Female","35","Regular","Daejeon","Yuseong-gu"
"CUS0951","Male","29","Gold","Seoul","Gangnam-gu"
"CUS0952","Male","22","Regular","Gyeonggi","Hwaseong"
"CUS0953","Female","35","Regular","Seoul","Nowon-gu"
"CUS0954","Male","42","Regular","Daegu","Dalseo-gu"
"CUS0955","Female","41","Gold","Gyeongsang","Gyeongju"
"CUS0956","Female","37","Silver","Gyeongsang","Pohang"
"CUS0957","Male","40","Silver","Seoul","Seocho-gu"
"CUS0958","Female","36","Regular","Busan","Dongrae-gu"
"CUS0959","Female","50","Premium","Gyeonggi","Suwon"
"CUS0960","Female","50","Regular","Seoul","Nowon-gu"
"CUS0961","Female","30","Silver","Jeolla","Gwangyang"
"CUS0962","Female","42","Regular","Incheon","Seo-gu"
"CUS0963","Male","46","Regular","Daejeon","Seo-gu"
"CUS0964","Male","22","Regular","Gyeongsang","Changwon"
"CUS0965","Female","25","Regular","Gangwon","Chuncheon"
"CUS0966","Male","32","Silver","Gyeonggi","Bucheon"
"CUS0967","Female","24","Regular","Seoul","Mapo-gu"
"CUS0968","Male","41","Regular","Daegu","Suseong-gu"
"CUS0969","Female","36","Regular","Seoul","Yeongdeungpo-gu"
"CUS0970","Female","36","Silver","Gangwon","Samcheok"
"CUS0971","Male","19","Regular","Seoul","Dobong-gu"
"CUS0972","Female","25","Silver","Busan","Suyeong-gu"
"CUS0973","Male","33","Regular","Gyeonggi","Seongnam"
"CUS0974","Female","45","Premium","Gyeonggi","Uijeongbu"
"CUS0975","Male","29","Regular","Gyeongsang","Pohang"
"CUS0976","Female","18","Gold","Gyeongsang","Jinju"
"CUS0977","Female","30","Regular","Seoul","Dobong-gu"
"CUS0978","Female","63","Gold","Seoul","Gwanak-gu"
"CUS0979","Male","40","Gold","Daegu","Dong-gu"
"CUS0980","Female","38","Silver","Gyeonggi","Namyangju"
"CUS0981","Male","37","Silver","Seoul","Gangnam-gu"
"CUS0982","Male","20","Regular","Seoul","Mapo-gu"
"CUS0983","Male","37","Regular","Seoul","Dobong-gu"
"CUS0984","Male","37","Regular","Busan","Nam-gu"
"CUS0985","Male","22","Regular","Seoul","Jongno-gu"
"CUS0986","Male","18","Regular","Seoul","Gangnam-gu"
"CUS0987","Female","20","Silver","Busan","Nam-gu"
"CUS0988","Female","35","Premium","Seoul","Dobong-gu"
"CUS0989","Male","18","Silver","Incheon","Seo-gu"
"CUS0990","Male","18","Silver","Busan","Busanjin-gu"
"CUS0991","Female","18","Regular","Daejeon","Yuseong-gu"
"CUS0992","Female","33","Silver","Chungcheong","Gongju"
"CUS0993","Female","20","Regular","Busan","Dongrae-gu"
"CUS0994","Female","31","Regular","Gyeonggi","Seongnam"
"CUS0995","Female","36","Regular","Daegu","Dong-gu"
"CUS0996","Male","30","Silver","Seoul","Songpa-gu"
"CUS0997","Male","52","Regular","Gyeonggi","Namyangju"
"CUS0998","Female","22","Silver","Incheon","Yeonsu-gu"
"CUS0999","Male","31","Regular","Seoul","Songpa-gu"
"CUS1000","Male","52","Gold","Gangwon","Sokcho"
"CUS1001","Female","38","Regular","Chungcheong","Gongju"
"CUS1002","Male","23","Regular","Gyeonggi","Seongnam"
"CUS1003","Female","29","Gold","Chungcheong","Sejong"
"CUS1004","Female","36","Gold","Gyeonggi","Bucheon"
"CUS1005","Female","36","Regular","Jeolla","Yeosu"
"CUS1006","Female","18","Regular","Gyeongsang","Jinju"
"CUS1007","Female","39","Regular","Daegu","Buk-gu"
"CUS1008","Male","36","Premium","Gyeonggi","Seongnam"
"CUS1009","Male","23","Regular","Busan","Saha-gu"
"CUS1010","Female","18","Regular","Gyeonggi","Hwaseong"
"CUS1011","Male","37","Regular","Gyeonggi","Goyang"
"CUS1012","Male","40","Regular","Daejeon","Daedeok-gu"
"CUS1013","Male","31","Silver","Seoul","Songpa-gu"
"CUS1014","Male","36","Gold","Gangwon","Chuncheon"
"CUS1015","Female","33","Regular","Busan","Nam-gu"
"CUS1016","Female","50","Gold","Gwangju","Nam-gu"
"CUS1017","Male","36","Silver","Gangwon","Gangneung"
"CUS1018","Female","25","Silver","Incheon","Michuhol-gu"
"CUS1019","Female","31","Regular","Seoul","Nowon-gu"
"CUS1020","Female","41","Gold","Jeolla","Jeonju"
"CUS1021","Female","34","Silver","Incheon","Yeonsu-gu"
"CUS1022","Female","37","Regular","Incheon","Seo-gu"
"CUS1023","Male","25","Silver","Gyeonggi","Suwon"
"CUS1024","Male","23","Regular","Gyeonggi","Pyeongtaek"
"CUS1025","Male","29","Regular","Seoul","Jongno-gu"
"CUS1026","Female","37","Regular","Seoul","Yeongdeungpo-gu"
"CUS1027","Female","33","Regular","Daegu","Suseong-gu"
"CUS1028","Male","38","Regular","Gwangju","Seo-gu"
"CUS1029","Male","30","Regular","Daegu","Jung-gu"
"CUS1030","Female","33","Regular","Gyeonggi","Suwon"
"CUS1031","Female","37","Silver","Seoul","Mapo-gu"
"CUS1032","Male","20","Silver","Seoul","Jongno-gu"
"CUS1033","Male","30","Gold","Gangwon","Sokcho"
"CUS1034","Male","38","Silver","Seoul","Dobong-gu"
"CUS1035","Female","32","Regular","Gyeonggi","Yongin"
"CUS1036","Female","18","Silver","Seoul","Gwanak-gu"
"CUS1037","Male","34","Gold","Gyeonggi","Uijeongbu"
"CUS1038","Female","47","Premium","Jeolla","Suncheon"
"CUS1039","Male","41","Gold","Gangwon","Sokcho"
"CUS1040","Male","18","Regular","Seoul","Nowon-gu"
"CUS1041","Male","35","Regular","Jeju","Jeju city"
"CUS1042","Male","46","Premium","Chungcheong","Asan"
"CUS1043","Female","19","Regular","Seoul","Dobong-gu"
"CUS1044","Female","26","Regular","Seoul","Gwanak-gu"
"CUS1045","Male","42","Silver","Gwangju","Nam-gu"
"CUS1046","Male","18","Regular","Seoul","Seocho-gu"
"CUS1047","Female","36","Silver","Gwangju","Buk-gu"
"CUS1048","Female","42","Silver","Busan","Haeundae-gu"
"CUS1049","Male","34","Silver","Chungcheong","Cheonan"
"CUS1050","Male","29","Regular","Gwangju","Nam-gu"
"CUS1051","Female","33","Regular","Daejeon","Jung-gu"
"CUS1052","Male","28","Premium","Jeolla","Suncheon"
"CUS1053","Male","38","Silver","Gyeonggi","Uijeongbu"
"CUS1054","Female","36","Regular","Incheon","Namdong-gu"
"CUS1055","Female","23","Silver","Gyeonggi","Yongin"
"CUS1056","Female","42","Regular","Gyeongsang","Jinju"
"CUS1057","Male","42","Silver","Busan","Saha-gu"
"CUS1058","Male","41","Regular","Gyeonggi","Hwaseong"
"CUS1059","Female","38","Silver","Incheon","Namdong-gu"
"CUS1060","Female","25","Silver","Gyeonggi","Seongnam"
"CUS1061","Female","42","Regular","Gangwon","Gangneung"
"CUS1062","Male","44","Gold","Gangwon","Gangneung"
"CUS1063","Female","18","Silver","Gyeongsang","Gyeongju"
"CUS1064","Female","30","Silver","Seoul","Seocho-gu"
"CUS1065","Male","56","Premium","Gyeonggi","Goyang"
"CUS1066","Female","43","Regular","Gyeonggi","Uijeongbu"
"CUS1067","Male","30","Regular","Seoul","Yeongdeungpo-gu"
"CUS1068","Female","30","Gold","Chungcheong","Sejong"
"CUS1069","Male","34","Regular","Daegu","Dalseo-gu"
"CUS1070","Male","29","Gold","Gyeonggi","Bucheon"
"CUS1071","Female","31","Regular","Jeju","Jeju city"
"CUS1072","Male","36","Regular","Jeju","Jeju city"
"CUS1073","Male","24","Regular","Chungcheong","Cheongju"
"CUS1074","Male","35","Gold","Jeju","Jeju city"
"CUS1075","Female","39","Premium","Chungcheong","Asan"
"CUS1076","Male","22","Regular","Seoul","Seocho-gu"
"CUS1077","Female","24","Regular","Seoul","Yeongdeungpo-gu"
"CUS1078","Male","26","Regular","Seoul","Gwanak-gu"
"CUS1079","Female","36","Gold","Jeju","Jeju city"
"CUS1080","Female","41","Gold","Gyeonggi","Ansan"
"CUS1081","Female","24","Regular","Gyeonggi","Hwaseong"
"CUS1082","Male","25","Regular","Seoul","Yeongdeungpo-gu"
"CUS1083","Female","34","Regular","Daegu","Jung-gu"
"CUS1084","Female","23","Regular","Seoul","Songpa-gu"
"CUS1085","Male","28","Regular","Chungcheong","Asan"
"CUS1086","Female","25","Silver","Gyeonggi","Bucheon"
"CUS1087","Female","30","Regular","Gangwon","Gangneung"
"CUS1088","Female","57","Silver","Seoul","Songpa-gu"
"CUS1089","Male","28","Regular","Gyeonggi","Hwaseong"
"CUS1090","Female","29","Gold","Gyeonggi","Ansan"
"CUS1091","Male","44","Regular","Seoul","Jongno-gu"
"CUS1092","Female","30","Silver","Incheon","Bupyeong-gu"
"CUS1093","Female","40","Gold","Gwangju","Dong-gu"
"CUS1094","Male","23","Premium","Chungcheong","Asan"
"CUS1095","Male","28","Regular","Chungcheong","Gongju"
"CUS1096","Female","18","Regular","Daejeon","Daedeok-gu"
"CUS1097","Female","45","Gold","Busan","Saha-gu"
"CUS1098","Female","25","Regular","Gyeonggi","Pyeongtaek"
"CUS1099","Male","34","Gold","Gyeonggi","Uijeongbu"
"CUS1100","Female","26","Regular","Gyeongsang","Pohang"
"CUS1101","Female","52","Silver","Busan","Haeundae-gu"
"CUS1102","Female","31","Silver","Seoul","Gwanak-gu"
"CUS1103","Male","34","Silver","Gyeonggi","Goyang"
"CUS1104","Female","19","Regular","Seoul","Jongno-gu"
"CUS1105","Male","24","Regular","Seoul","Jongno-gu"
"CUS1106","Male","48","Premium","Jeolla","Yeosu"
"CUS1107","Female","39","Regular","Incheon","Michuhol-gu"
"CUS1108","Female","24","Regular","Gyeonggi","Hwaseong"
"CUS1109","Female","32","Gold","Busan","Busanjin-gu"
"CUS1110","Male","33","Regular","Daegu","Dalseo-gu"
"CUS1111","Female","29","Gold","Seoul","Seocho-gu"
"CUS1112","Male","29","Gold","Seoul","Gangnam-gu"
"CUS1113","Female","27","Silver","Gwangju","Dong-gu"
"CUS1114","Male","33","Regular","Gyeonggi","Goyang"
"CUS1115","Female","20","Regular","Seoul","Seocho-gu"
"CUS1116","Male","34","Premium","Seoul","Gangnam-gu"
"CUS1117","Male","23","Regular","Gyeonggi","Suwon"
"CUS1118","Male","33","Regular","Busan","Busanjin-gu"
"CUS1119","Female","36","Premium","Incheon","Michuhol-gu"
"CUS1120","Female","41","Regular","Gangwon","Sokcho"
"CUS1121","Female","30","Regular","Seoul","Seongdong-gu"
"CUS1122","Female","21","Premium","Incheon","Namdong-gu"
"CUS1123","Female","","Silver","Busan","Suyeong-gu"
"CUS1124","Female","44","Regular","Gangwon","Samcheok"
"CUS1125","Male","23","Regular","Seoul","Seongdong-gu"
"CUS1126","Male","31","Regular","Incheon","Bupyeong-gu"
"CUS1127","Male","24","Regular","Seoul","Jongno-gu"
"CUS1128","Male","40","Regular","Gwangju","Seo-gu"
"CUS1129","Female","35","Regular","Gwangju","Nam-gu"
"CUS1130","Male","45","Regular","Jeolla","Jeonju"
"CUS1131","Female","29","Regular","Seoul","Songpa-gu"
"CUS1132","Male","40","Regular","Gwangju","Seo-gu"
"CUS1133","Female","29","Regular","Gyeonggi","Seongnam"
"CUS1134","Male","31","Regular","Gyeongsang","Gyeongju"
"CUS1135","Female","","Silver","Incheon","Namdong-gu"
"CUS1136","Female","32","Gold","Gyeongsang","Pohang"
"CUS1137","Male","36","Regular","Daejeon","Daedeok-gu"
"CUS1138","Female","42","Regular","Jeju","Seogwipo"
"CUS1139","Female","18","Regular","Gyeonggi","Namyangju"
"CUS1140","Male","33","Gold","Gyeonggi","Ansan"
"CUS1141","Male","34","Regular","Gyeongsang","Gyeongju"
"CUS1142","Male","27","Regular","Seoul","Nowon-gu"
"CUS1143","Female","33","Silver","Seoul","Nowon-gu"
"CUS1144","Male","18","Regular","Seoul","Mapo-gu"
"CUS1145","Female","41","Gold","Daegu","Buk-gu"
"CUS1146","Male","50","Gold","Jeolla","Suncheon"
"CUS1147","Female","20","Regular","Gwangju","Buk-gu"
"CUS1148","Female","52","Gold","Gyeonggi","Bucheon"
"CUS1149","Female","51","Premium","Jeolla","Yeosu"
"CUS1150","Male","19","Regular","Gyeonggi","Goyang"
"CUS1151","Female","40","Regular","Seoul","Nowon-gu"
"CUS1152","Male","30","Silver","Seoul","Songpa-gu"
"CUS1153","Male","18","Regular","Busan","Busanjin-gu"
"CUS1154","Female","28","Regular","Incheon","Seo-gu"
"CUS1155","Male","37","Regular","Seoul","Seocho-gu"
"CUS1156","Female","33","Silver","Gyeonggi","Ansan"
"CUS1157","Male","43","Premium","Daegu","Dalseo-gu"
"CUS1158","Male","48","Gold","Daegu","Buk-gu"
"CUS1159","Male","27","Regular","Gyeonggi","Bucheon"
"CUS1160","Male","29","Regular","Incheon","Yeonsu-gu"
"CUS1161","Male","54","Premium","Seoul","Gwanak-gu"
"CUS1162","Female","38","Silver","Seoul","Jongno-gu"
"CUS1163","Female","31","Regular","Busan","Haeundae-gu"
"CUS1164","Female","29","Premium","Gyeonggi","Bucheon"
"CUS1165","Male","23","Premium","Gangwon","Chuncheon"
"CUS1166","Female","21","Regular","Seoul","Yeongdeungpo-gu"
"CUS1167","Male","34","Regular","Daegu","Jung-gu"
"CUS1168","Male","20","Silver","Seoul","Gangnam-gu"
"CUS1169","Female","36","Gold","Gyeonggi","Seongnam"
"CUS1170","Male","40","Regular","Gyeonggi","Goyang"
"CUS1171","Female","18","Regular","Gangwon","Chuncheon"
"CUS1172","Female","18","Regular","Chungcheong","Sejong"
"CUS1173","Female","33","Gold","Gyeonggi","Goyang"
"CUS1174","Male","39","Regular","Gyeonggi","Goyang"
"CUS1175","Male","30","Regular","Gyeongsang","Gyeongju"
"CUS1176","Male","33","Regular","Busan","Nam-gu"
"CUS1177","Female","33","Regular","Gyeonggi","Goyang"
"CUS1178","Male","24","Silver","Jeju","Seogwipo"
"CUS1179","Male","20","Regular","Daejeon","Yuseong-gu"
"CUS1180","Female","39","Premium","Incheon","Yeonsu-gu"
"CUS1181","Male","35","Regular","Daegu","Dong-gu"
"CUS1182","Female","18","Gold","Gyeonggi","Goyang"
"CUS1183","Female","20","Silver","Gangwon","Samcheok"
"CUS1184","Male","22","Regular","Seoul","Dobong-gu"
"CUS1185","Female","28","Silver","Gyeonggi","Hwaseong"
"CUS1186","Male","30","Regular","Gyeonggi","Pyeongtaek"
"CUS1187","Female","36","Gold","Seoul","Gwanak-gu"
"CUS1188","Female","32","Gold","Seoul","Songpa-gu"
"CUS1189","Female","44","Regular","Busan","Saha-gu"
"CUS1190","Male","29","Regular","Gyeongsang","Jinju"
"CUS1191","Male","43","Premium","Chungcheong","Sejong"
"CUS1192","Female","35","Regular","Incheon","Yeonsu-gu"
"CUS1193","Female","26","Silver","Gwangju","Gwangsan-gu"
"CUS1194","Male","53","Gold","Daejeon","Yuseong-gu"
"CUS1195","Female","47","Gold","Seoul","Dobong-gu"
"CUS1196","Female","30","Regular","Gyeonggi","Ansan"
"CUS1197","Male","28","Regular","Jeolla","Iksan"
"CUS1198","Male","39","Regular","Busan","Saha-gu"
"CUS1199","Female","28","Regular","Incheon","Namdong-gu"
"CUS1200","Male","32","Regular","Daejeon","Daedeok-gu"
"CUS1201","Female","35","Gold","Daegu","Dong-gu"
"CUS1202","Male","34","Regular","Gwangju","Buk-gu"
"CUS1203","Male","43","Regular","Jeju","Seogwipo"
"CUS1204","Female","38","Regular","Daegu","Jung-gu"
"CUS1205","Male","18","Regular","Gyeongsang","Andong"
"CUS1206","Female","38","Silver","Gyeonggi","Ansan"
"CUS1207","Female","26","Regular","Gyeonggi","Seongnam"
"CUS1208","Female","26","Gold","Gwangju","Seo-gu"
"CUS1209","Female","38","Regular","Seoul","Songpa-gu"
"CUS1210","Male","43","Regular","Seoul","Mapo-gu"
"CUS1211","Male","41","Gold","Seoul","Yeongdeungpo-gu"
"CUS1212","Male","25","Regular","Jeolla","Iksan"
"CUS1213","Male","18","Regular","Seoul","Songpa-gu"
"CUS1214","Male","44","Silver","Seoul","Gangnam-gu"
"CUS1215","Male","36","Gold","Seoul","Yeongdeungpo-gu"
"CUS1216","Female","28","Regular","Incheon","Yeonsu-gu"
"CUS1217","Female","41","Silver","Jeju","Jeju city"
"CUS1218","Male","31","Premium","Gyeonggi","Pyeongtaek"
"CUS1219","Female","32","Silver","Gyeonggi","Pyeongtaek"
"CUS1220","Female","31","Gold","Gangwon","Sokcho"
"CUS1221","Male","28","Regular","Seoul","Gwanak-gu"
"CUS1222","Female","28","Gold","Gyeonggi","Suwon"
"CUS1223","Male","18","Regular","Seoul","Seongdong-gu"
"CUS1224","Female","25","Regular","Gyeonggi","Pyeongtaek"
"CUS1225","Female","40","Regular","Busan","Haeundae-gu"
"CUS1226","Male","31","Regular","Gwangju","Gwangsan-gu"
"CUS1227","Female","18","Regular","Seoul","Dobong-gu"
"CUS1228","Female","18","Regular","Daegu","Dalseo-gu"
"CUS1229","Female","20","Regular","Seoul","Jongno-gu"
"CUS1230","Female","34","Regular","Daegu","Jung-gu"
"CUS1231","Female","27","Gold","Chungcheong","Cheongju"
"CUS1232","Female","22","Regular","Gyeonggi","Uijeongbu"
"CUS1233","Male","45","Gold","Daegu","Dalseo-gu"
"CUS1234","Female","33","Regular","Gyeonggi","Goyang"
"CUS1235","Male","18","Regular","Daejeon","Dong-gu"
"CUS1236","Male","49","Premium","Seoul","Gwanak-gu"
"CUS1237","Female","49","Premium","Seoul","Mapo-gu"
"CUS1238","Male","45","Regular","Chungcheong","Gongju"
"CUS1239","Female","19","Silver","Gyeonggi","Uijeongbu"
"CUS1240","Female","18","Silver","Gyeonggi","Yongin"
"CUS1241","Female","30","Regular","Chungcheong","Gongju"
"CUS1242","Female","36","Silver","Gangwon","Gangneung"
"CUS1243","Male","20","Regular","Gwangju","Nam-gu"
"CUS1244","Female","22","Regular","Gwangju","Dong-gu"
"CUS1245","Male","37","Regular","Chungcheong","Gongju"
"CUS1246","Female","37","Silver","Gyeonggi","Suwon"
"CUS1247","Female","39","Silver","Incheon","Bupyeong-gu"
"CUS1248","Female","45","Regular","Gyeonggi","Seongnam"
"CUS1249","Female","19","Regular","Gwangju","Nam-gu"
"CUS1250","Male","39","Silver","Incheon","Yeonsu-gu"
"CUS1251","Female","31","Regular","Seoul","Gangnam-gu"
"CUS1252","Female","20","Regular","Chungcheong","Cheongju"
"CUS1253","Male","36","Regular","Daejeon","Yuseong-gu"
"CUS1254","Female","28","Regular","Gyeonggi","Bucheon"
"CUS1255","Female","19","Regular","Seoul","Seocho-gu"
"CUS1256","Female","46","Regular","Busan","Dongrae-gu"
"CUS1257","Male","34","Silver","Gyeonggi","Hwaseong"
"CUS1258","Female","41","Silver","Busan","Busanjin-gu"
"CUS1259","Male","18","Regular","Seoul","Nowon-gu"
"CUS1260","Male","38","Regular","Jeolla","Yeosu"
"CUS1261","Female","35","Silver","Seoul","Songpa-gu"
"CUS1262","Female","24","Premium","Daegu","Suseong-gu"
"CUS1263","Female","36","Silver","Gwangju","Buk-gu"
"CUS1264","Female","30","Regular","Gyeonggi","Seongnam"
"CUS1265","Female","39","Regular","Gyeonggi","Seongnam"
"CUS1266","Male","41","Regular","Incheon","Seo-gu"
"CUS1267","Female","34","Regular","Daejeon","Seo-gu"
"CUS1268","Female","46","Regular","Gyeonggi","Goyang"
"CUS1269","Male","39","Gold","Seoul","Jongno-gu"
"CUS1270","Male","34","Regular","Seoul","Yeongdeungpo-gu"
"CUS1271","Female","28","Gold","Daejeon","Jung-gu"
"CUS1272","Female","41","Regular","Seoul","Dobong-gu"
"CUS1273","Male","37","Gold","Busan","Saha-gu"
"CUS1274","Female","33","Regular","Busan","Nam-gu"
"CUS1275","Female","18","Regular","Busan","Dongrae-gu"
"CUS1276","Female","42","Regular","Seoul","Dobong-gu"
"CUS1277","Male","41","Regular","Gyeonggi","Uijeongbu"
"CUS1278","Female","18","Premium","Chungcheong","Cheonan"
"CUS1279","Male","26","Gold","Incheon","Namdong-gu"
"CUS1280","Male","23","Silver","Gyeonggi","Ansan"
"CUS1281","Female","32","Regular","Daegu","Dalseo-gu"
"CUS1282","Female","24","Silver","Seoul","Yeongdeungpo-gu"
"CUS1283","Female","37","Silver","Daegu","Dong-gu"
"CUS1284","Male","36","Silver","Busan","Haeundae-gu"
"CUS1285","Female","47","Regular","Incheon","Namdong-gu"
"CUS1286","Male","19","Regular","Chungcheong","Sejong"
"CUS1287","Male","40","Premium","Seoul","Seongdong-gu"
"CUS1288","Female","24","Silver","Incheon","Namdong-gu"
"CUS1289","Female","30","Regular","Seoul","Songpa-gu"
"CUS1290","Male","20","Regular","Busan","Suyeong-gu"
"CUS1291","Male","36","Gold","Incheon","Seo-gu"
"CUS1292","Male","23","Regular","Daegu","Jung-gu"
"CUS1293","Male","47","Silver","Gyeonggi","Bucheon"
"CUS1294","Female","38","Silver","Gyeonggi","Goyang"
"CUS1295","Female","33","Regular","Gyeonggi","Namyangju"
"CUS1296","Male","57","Premium","Gyeonggi","Goyang"
"CUS1297","Female","19","Regular","Seoul","Seocho-gu"
"CUS1298","Male","40","Regular","Daegu","Dalseo-gu"
"CUS1299","Female","35","Regular","Gwangju","Buk-gu"
"CUS1300","Male","27","Regular","Seoul","Mapo-gu"
"CUS1301","Male","35","Premium","Incheon","Michuhol-gu"
"CUS1302","Female","31","Silver","Gyeonggi","Uijeongbu"
"CUS1303","Male","22","Silver","Seoul","Songpa-gu"
"CUS1304","Male","21","Gold","Seoul","Nowon-gu"
"CUS1305","Female","22","Regular","Gyeonggi","Bucheon"
"CUS1306","Male","46","Regular","Daegu","Dalseo-gu"
"CUS1307","Female","44","Premium","Gangwon","Chuncheon"
"CUS1308","Male","30","Regular","Seoul","Nowon-gu"
"CUS1309","Female","18","Silver","Incheon","Seo-gu"
"CUS1310","Male","19","Regular","Seoul","Jongno-gu"
"CUS1311","Female","52","Silver","Seoul","Dobong-gu"
"CUS1312","Female","43","Silver","Chungcheong","Cheonan"
"CUS1313","Female","29","Gold","Gyeonggi","Goyang"
"CUS1314","Female","41","Premium","Busan","Nam-gu"
"CUS1315","Female","28","Regular","Gyeonggi","Pyeongtaek"
"CUS1316","Female","32","Silver","Gyeonggi","Namyangju"
"CUS1317","Female","45","Premium","Seoul","Seocho-gu"
"CUS1318","Female","42","Regular","Gangwon","Gangneung"
"CUS1319","Male","37","Silver","Gyeonggi","Pyeongtaek"
"CUS1320","Female","46","Premium","Gyeonggi","Namyangju"
"CUS1321","Female","40","Gold","Seoul","Gwanak-gu"
"CUS1322","Male","18","Premium","Incheon","Michuhol-gu"
"CUS1323","Female","22","Regular","Daegu","Jung-gu"
"CUS1324","Male","29","Silver","Gyeonggi","Namyangju"
"CUS1325","Female","36","Regular","Gyeonggi","Bucheon"
"CUS1326","Male","30","Regular","Gyeonggi","Suwon"
"CUS1327","Female","32","Regular","Gyeonggi","Uijeongbu"
"CUS1328","Female","32","Regular","Incheon","Bupyeong-gu"
"CUS1329","Female","36","Silver","Gwangju","Buk-gu"
"CUS1330","Male","42","Silver","Gwangju","Seo-gu"
"CUS1331","Female","61","Premium","Gyeonggi","Uijeongbu"
"CUS1332","Female","41","Silver","Seoul","Seocho-gu"
"CUS1333","Male","30","Regular","Incheon","Yeonsu-gu"
"CUS1334","Male","27","Silver","Gwangju","Nam-gu"
"CUS1335","Female","31","Silver","Seoul","Seocho-gu"
"CUS1336","Male","21","Regular","Seoul","Jongno-gu"
"CUS1337","Female","27","Regular","Seoul","Mapo-gu"
"CUS1338","Male","","Regular","Busan","Saha-gu"
"CUS1339","Male","37","Gold","Gyeonggi","Seongnam"
"CUS1340","Male","18","Regular","Seoul","Songpa-gu"
"CUS1341","Male","34","Silver","Incheon","Yeonsu-gu"
"CUS1342","Female","38","Regular","Gyeongsang","Gyeongju"
"CUS1343","Male","30","Regular","Seoul","Gangnam-gu"
"CUS1344","Male","18","Regular","Daegu","Suseong-gu"
"CUS1345","Female","32","Gold","Gyeongsang","Pohang"
"CUS1346","Female","27","Regular","Seoul","Dobong-gu"
"CUS1347","Female","26","Silver","Seoul","Mapo-gu"
"CUS1348","Female","21","Silver","Jeju","Jeju city"
"CUS1349","Male","37","Regular","Gyeongsang","Jinju"
"CUS1350","Male","18","Regular","Seoul","Songpa-gu"
"CUS1351","Female","30","Silver","Daegu","Suseong-gu"
"CUS1352","Male","18","Regular","Gyeonggi","Suwon"
"CUS1353","Male","42","Regular","Gyeonggi","Hwaseong"
"CUS1354","Male","34","Regular","Gyeonggi","Hwaseong"
"CUS1355","Male","33","Regular","Seoul","Gangnam-gu"
"CUS1356","Male","28","Silver","Daegu","Jung-gu"
"CUS1357","Male","39","Premium","Gyeonggi","Namyangju"
"CUS1358","Male","33","Gold","Gyeonggi","Namyangju"
"CUS1359","Female","29","Regular","Jeju","Jeju city"
"CUS1360","Male","29","Regular","Seoul","Gangnam-gu"
"CUS1361","Male","45","Premium","Gyeonggi","Suwon"
"CUS1362","Male","28","Silver","Gyeonggi","Hwaseong"
"CUS1363","Female","36","Silver","Gyeonggi","Uijeongbu"
"CUS1364","Female","33","Regular","Chungcheong","Sejong"
"CUS1365","Male","40","Regular","Daegu","Dalseo-gu"
"CUS1366","Female","18","Silver","Gyeonggi","Hwaseong"
"CUS1367","Female","20","Regular","Jeju","Seogwipo"
"CUS1368","Female","43","Regular","Seoul","Jongno-gu"
"CUS1369","Male","31","Gold","Gyeongsang","Gyeongju"
"CUS1370","Male","18","Regular","Daegu","Dong-gu"
"CUS1371","Female","42","Regular","Gyeonggi","Ansan"
"CUS1372","Female","45","Regular","Seoul","Nowon-gu"
"CUS1373","Female","39","Silver","Busan","Saha-gu"
"CUS1374","Male","21","Regular","Seoul","Mapo-gu"
"CUS1375","Male","40","Silver","Gwangju","Buk-gu"
"CUS1376","Female","27","Gold","Busan","Suyeong-gu"
"CUS1377","Female","22","Silver","Daejeon","Dong-gu"
